Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
US-2023-1691,2023-05-20,2023-05-23,First Class,CG-10091,Customer 91,Corporate,United States,Indiana,Central,OFF-STO-9481,Office Supplies,Storage,Smead Lockit,1491.1,5,0.0,521.88
US-2021-1692,2021-02-14,2021-02-20,Second Class,CG-10092,Customer 92,Corporate,United States,New York,East,TEC-PHO-4102,Technology,Phones,Nokia 3310,2265.41,4,0.1,294.5
US-2022-1693,2022-05-07,2022-05-10,First Class,CG-10093,Customer 93,Home Office,United States,Tennessee,South,OFF-FAS-9125,Office Supplies,Fasteners,OIC Binder Clips,265.05,3,0.0,92.77
US-2021-1694,2021-05-04,2021-05-08,Second Class,CG-10094,Customer 94,Corporate,United States,New York,East,OFF-ART-7158,Office Supplies,Art,Newell 317,7390.08,12,0.0,2586.53
US-2022-1695,2022-01-02,2022-01-03,Standard Class,CG-10095,Customer 95,Consumer,United States,Massachusetts,East,TEC-PHO-8215,Technology,Phones,Motorola Moto G,782.3,9,0.1,101.7
US-2021-1696,2021-08-04,2021-08-06,Second Class,CG-10096,Customer 96,Consumer,United States,New Jersey,East,FUR-CHA-6567,Furniture,Chairs,HON 5400 Series,2835.52,4,0.0,425.33
US-2020-1697,2020-02-12,2020-02-19,Standard Class,CG-10097,Customer 97,Corporate,United States,Pennsylvania,East,TEC-PHO-2818,Technology,Phones,Samsung Galaxy S23,753.13,11,0.4,-173.22
US-2023-1698,2023-09-15,2023-09-17,First Class,CG-10098,Customer 98,Corporate,United States,Illinois,Central,FUR-FUR-8106,Furniture,Furnishings,Howard Miller 11,4925.34,9,0.3,-1034.32
US-2023-1699,2023-11-23,2023-11-26,Same Day,CG-10099,Customer 99,Consumer,United States,California,West,TEC-COM-5006,Technology,Computers,HP EliteBook 840,1733.9,6,0.4,-398.8
US-2021-1700,2021-05-21,2021-05-22,First Class,CG-10100,Customer 100,Consumer,United States,Arizona,West,OFF-ART-9327,Office Supplies,Art,Avery Hi-Liter,7012.61,11,0.0,2454.41
US-2020-1701,2020-12-08,2020-12-13,Standard Class,CG-10101,Customer 101,Home Office,United States,Georgia,South,OFF-PAP-7131,Office Supplies,Paper,Staple Multiuse,3372.82,7,0.2,371.01
US-2022-1702,2022-12-12,2022-12-18,First Class,CG-10102,Customer 102,Home Office,United States,Alabama,South,FUR-TAB-8762,Furniture,Tables,Iceberg Quartz Table,3673.22,8,0.2,-330.59
US-2022-1703,2022-07-14,2022-07-21,Second Class,CG-10103,Customer 103,Consumer,United States,Indiana,Central,FUR-CHA-7963,Furniture,Chairs,Global Leather Chair,1151.06,4,0.1,34.53
US-2020-1704,2020-10-02,2020-10-09,Standard Class,CG-10104,Customer 104,Home Office,United States,Alabama,South,TEC-ACC-6760,Technology,Accessories,Belkin USB Hub,335.38,2,0.3,-36.89
US-2022-1705,2022-08-15,2022-08-19,Same Day,CG-10105,Customer 105,Corporate,United States,New Jersey,East,TEC-COP-6194,Technology,Copiers,Brother MFC-L8900,1664.15,7,0.2,16.64
US-2023-1706,2023-08-14,2023-08-15,First Class,CG-10106,Customer 106,Consumer,United States,Michigan,Central,TEC-COM-9220,Technology,Computers,Apple MacBook Air,3897.02,6,0.1,506.61
US-2020-1707,2020-03-19,2020-03-24,First Class,CG-10107,Customer 107,Consumer,United States,Oregon,West,TEC-PHO-6394,Technology,Phones,Apple iPhone 14,648.82,4,0.4,-149.23
US-2023-1708,2023-01-17,2023-01-20,Second Class,CG-10108,Customer 108,Home Office,United States,Ohio,Central,OFF-LAB-6679,Office Supplies,Labels,Avery 501,617.21,1,0.0,216.02
US-2022-1709,2022-03-25,2022-03-27,Second Class,CG-10109,Customer 109,Home Office,United States,Tennessee,South,OFF-BIN-8773,Office Supplies,Binders,Ibico Binding System,2320.2,4,0.0,812.07
US-2021-1710,2021-10-03,2021-10-10,Standard Class,CG-10110,Customer 110,Corporate,United States,New Jersey,East,OFF-SUP-4433,Office Supplies,Supplies,Hunt Boston Pencil,1245.2,4,0.1,286.4
US-2021-1711,2021-09-17,2021-09-23,Second Class,CG-10111,Customer 111,Consumer,United States,Tennessee,South,OFF-BIN-6567,Office Supplies,Binders,"Wilson Jones 1.5""",402.34,1,0.0,140.82
US-2023-1712,2023-03-08,2023-03-15,Standard Class,CG-10112,Customer 112,Corporate,United States,Massachusetts,East,FUR-FUR-6410,Furniture,Furnishings,Luxo B-Line,738.1,1,0.0,110.72
US-2021-1713,2021-01-20,2021-01-24,Same Day,CG-10113,Customer 113,Home Office,United States,Tennessee,South,TEC-COP-5991,Technology,Copiers,Canon ImageRunner,426.29,2,0.2,4.26
US-2020-1714,2020-02-24,2020-02-26,Same Day,CG-10114,Customer 114,Home Office,United States,Washington,West,TEC-COM-5650,Technology,Computers,Dell Latitude 5520,192.8,4,0.2,1.93
US-2022-1715,2022-11-27,2022-11-28,First Class,CG-10115,Customer 115,Consumer,United States,Pennsylvania,East,FUR-CHA-7407,Furniture,Chairs,Alera Elusion,635.47,3,0.2,-57.19
US-2022-1716,2022-03-07,2022-03-14,Standard Class,CG-10116,Customer 116,Home Office,United States,New York,East,TEC-COP-6075,Technology,Copiers,Ricoh MP 305,433.2,4,0.0,108.3
US-2021-1717,2021-07-18,2021-07-20,Same Day,CG-10117,Customer 117,Home Office,United States,Tennessee,South,TEC-ACC-2048,Technology,Accessories,HP Monitor 24,634.33,1,0.2,6.34
US-2023-1718,2023-03-25,2023-03-26,Same Day,CG-10118,Customer 118,Corporate,United States,Alabama,South,TEC-ACC-8476,Technology,Accessories,Anker Charger,557.5,12,0.4,-128.22
US-2023-1719,2023-06-19,2023-06-25,Second Class,CG-10119,Customer 119,Consumer,United States,Ohio,Central,FUR-TAB-2565,Furniture,Tables,Lesro Lenox Table,2582.79,7,0.0,387.42
US-2023-1720,2023-09-27,2023-09-28,First Class,CG-10120,Customer 120,Home Office,United States,Florida,South,TEC-COM-9085,Technology,Computers,Lenovo ThinkPad X1,6991.2,12,0.0,1747.8
US-2022-1721,2022-04-19,2022-04-23,First Class,CG-10121,Customer 121,Consumer,United States,Alabama,South,TEC-ACC-1731,Technology,Accessories,Logitech Mouse,432.49,3,0.3,-47.57
US-2021-1722,2021-02-02,2021-02-06,Same Day,CG-10122,Customer 122,Corporate,United States,Florida,South,TEC-COP-3236,Technology,Copiers,Ricoh MP 305,13.54,1,0.0,3.38
US-2022-1723,2022-06-15,2022-06-17,Second Class,CG-10123,Customer 123,Consumer,United States,Michigan,Central,FUR-FUR-3794,Furniture,Furnishings,Eldon Clackson Table Lamp,5257.92,8,0.0,788.69
US-2020-1724,2020-12-10,2020-12-11,Same Day,CG-10124,Customer 124,Consumer,United States,Arizona,West,TEC-COM-5476,Technology,Computers,Lenovo ThinkPad X1,4039.53,11,0.4,-929.09
US-2023-1725,2023-10-14,2023-10-19,Standard Class,CG-10125,Customer 125,Home Office,United States,Massachusetts,East,FUR-TAB-9566,Furniture,Tables,Bevis Round Table,1425.76,4,0.0,213.86
US-2020-1726,2020-04-09,2020-04-16,Standard Class,CG-10126,Customer 126,Consumer,United States,Nevada,West,OFF-LAB-7138,Office Supplies,Labels,Avery Round Labels,4304.02,7,0.0,1506.41
US-2021-1727,2021-11-21,2021-11-28,Standard Class,CG-10127,Customer 127,Consumer,United States,Pennsylvania,East,TEC-PHO-4613,Technology,Phones,Nokia 3310,2182.28,4,0.0,545.57
US-2021-1728,2021-10-31,2021-11-03,Standard Class,CG-10128,Customer 128,Corporate,United States,Washington,West,OFF-STO-4393,Office Supplies,Storage,Fellowes File Sorter,3623.76,9,0.2,398.61
US-2021-1729,2021-10-24,2021-10-26,First Class,CG-10129,Customer 129,Consumer,United States,Tennessee,South,TEC-COM-1196,Technology,Computers,HP EliteBook 840,292.23,1,0.1,37.99
US-2023-1730,2023-08-24,2023-08-29,First Class,CG-10130,Customer 130,Home Office,United States,Georgia,South,FUR-TAB-7735,Furniture,Tables,Bretford CR4500 Table,239.58,6,0.0,35.94
US-2023-1731,2023-05-13,2023-05-16,Standard Class,CG-10131,Customer 131,Corporate,United States,Indiana,Central,FUR-CHA-6440,Furniture,Chairs,Global Leather Chair,6144.27,11,0.0,921.64
US-2023-1732,2023-05-31,2023-06-05,Standard Class,CG-10132,Customer 132,Corporate,United States,Virginia,East,OFF-SUP-9248,Office Supplies,Supplies,Fiskars Scissors,2471.92,8,0.0,865.17
US-2021-1733,2021-05-13,2021-05-18,Same Day,CG-10133,Customer 133,Consumer,United States,Washington,West,TEC-PHO-9171,Technology,Phones,Motorola Moto G,94.75,2,0.1,12.32
US-2021-1734,2021-05-02,2021-05-08,Standard Class,CG-10134,Customer 134,Home Office,United States,Illinois,Central,TEC-COP-6385,Technology,Copiers,Xerox WorkCentre,6327.2,10,0.2,63.27
US-2020-1735,2020-02-18,2020-02-20,First Class,CG-10135,Customer 135,Home Office,United States,Virginia,East,FUR-CHA-4969,Furniture,Chairs,Alera Elusion,7404.14,14,0.1,222.12
US-2022-1736,2022-12-03,2022-12-06,Same Day,CG-10136,Customer 136,Home Office,United States,New Jersey,East,TEC-COM-2058,Technology,Computers,HP EliteBook 840,1070.04,3,0.0,267.51
US-2020-1737,2020-07-06,2020-07-08,Second Class,CG-10137,Customer 137,Consumer,United States,Florida,South,TEC-PHO-4348,Technology,Phones,Samsung Galaxy S23,2206.65,10,0.5,-772.33
US-2021-1738,2021-02-08,2021-02-10,Second Class,CG-10138,Customer 138,Corporate,United States,New Jersey,East,TEC-COP-5966,Technology,Copiers,Ricoh MP 305,1016.89,7,0.0,254.22
US-2022-1739,2022-01-06,2022-01-10,Standard Class,CG-10139,Customer 139,Corporate,United States,Indiana,Central,FUR-TAB-7925,Furniture,Tables,Iceberg Quartz Table,774.87,7,0.2,-69.74
US-2021-1740,2021-09-06,2021-09-11,Standard Class,CG-10140,Customer 140,Corporate,United States,Georgia,South,FUR-CHA-5215,Furniture,Chairs,Alera Elusion,1138.23,9,0.0,170.73
US-2020-1741,2020-05-27,2020-05-30,Same Day,CG-10141,Customer 141,Corporate,United States,Tennessee,South,FUR-FUR-3535,Furniture,Furnishings,Luxo B-Line,1719.96,3,0.0,257.99
US-2022-1742,2022-03-19,2022-03-25,Same Day,CG-10142,Customer 142,Corporate,United States,New York,East,TEC-ACC-2167,Technology,Accessories,Anker Charger,1675.67,6,0.1,217.84
US-2021-1743,2021-06-06,2021-06-13,Same Day,CG-10143,Customer 143,Consumer,United States,Florida,South,TEC-COP-9005,Technology,Copiers,Xerox WorkCentre,5270.63,13,0.3,-579.77
US-2021-1744,2021-05-11,2021-05-15,Second Class,CG-10144,Customer 144,Home Office,United States,Texas,Central,OFF-ENV-1462,Office Supplies,Envelopes,Recycled Mailer,737.57,1,0.0,258.15
US-2023-1745,2023-05-18,2023-05-23,Second Class,CG-10145,Customer 145,Corporate,United States,Virginia,East,OFF-SUP-2912,Office Supplies,Supplies,Dixon Ticonderoga,7414.11,11,0.0,2594.94
US-2022-1746,2022-05-24,2022-05-27,Second Class,CG-10146,Customer 146,Corporate,United States,Nevada,West,FUR-CHA-7271,Furniture,Chairs,Global Leather Chair,2060.18,12,0.3,-432.64
US-2020-1747,2020-10-19,2020-10-22,First Class,CG-10147,Customer 147,Home Office,United States,Michigan,Central,OFF-PAP-6047,Office Supplies,Paper,Xerox 1967,1852.96,12,0.1,426.18
US-2022-1748,2022-12-11,2022-12-15,Same Day,CG-10148,Customer 148,Consumer,United States,Washington,West,FUR-CHA-3795,Furniture,Chairs,HON 5400 Series,2061.22,11,0.2,-185.51
US-2022-1749,2022-10-26,2022-10-27,Second Class,CG-10149,Customer 149,Corporate,United States,Virginia,East,TEC-COM-4041,Technology,Computers,HP EliteBook 840,3646.72,8,0.0,911.68
US-2022-1750,2022-06-21,2022-06-27,Same Day,CG-10150,Customer 150,Corporate,United States,New York,East,OFF-STO-2307,Office Supplies,Storage,Smead Lockit,918.1,10,0.0,321.33
US-2020-1751,2020-03-01,2020-03-06,First Class,CG-10151,Customer 151,Consumer,United States,Texas,Central,FUR-CHA-1155,Furniture,Chairs,Harbour Creations Chair,1539.72,4,0.0,230.96
US-2022-1752,2022-02-08,2022-02-13,Standard Class,CG-10152,Customer 152,Consumer,United States,Oregon,West,TEC-PHO-5355,Technology,Phones,Apple iPhone 14,3553.11,9,0.5,-1243.59
US-2021-1753,2021-10-07,2021-10-14,First Class,CG-10153,Customer 153,Corporate,United States,Tennessee,South,FUR-FUR-7200,Furniture,Furnishings,Luxo B-Line,2409.89,4,0.2,-216.89
US-2020-1754,2020-10-11,2020-10-12,Same Day,CG-10154,Customer 154,Corporate,United States,Oregon,West,FUR-CHA-5578,Furniture,Chairs,HON 5400 Series,718.9,10,0.3,-150.97
US-2020-1755,2020-01-07,2020-01-13,Second Class,CG-10155,Customer 155,Home Office,United States,Virginia,East,FUR-FUR-1749,Furniture,Furnishings,Seth Thomas,3290.36,14,0.1,98.71
US-2021-1756,2021-12-14,2021-12-18,Standard Class,CG-10156,Customer 156,Home Office,United States,Michigan,Central,TEC-COP-2645,Technology,Copiers,Ricoh MP 305,3158.24,8,0.5,-1105.38
US-2020-1757,2020-09-18,2020-09-22,Standard Class,CG-10157,Customer 157,Home Office,United States,North Carolina,South,OFF-ART-8648,Office Supplies,Art,Newell 317,772.1,13,0.2,84.93
US-2020-1758,2020-12-15,2020-12-22,Second Class,CG-10158,Customer 158,Consumer,United States,Massachusetts,East,TEC-COP-8125,Technology,Copiers,Xerox WorkCentre,6175.73,11,0.0,1543.93
US-2023-1759,2023-09-25,2023-09-29,First Class,CG-10159,Customer 159,Consumer,United States,Washington,West,FUR-FUR-9757,Furniture,Furnishings,Luxo B-Line,1131.46,11,0.0,169.72
US-2023-1760,2023-08-11,2023-08-14,Standard Class,CG-10160,Customer 160,Home Office,United States,Florida,South,OFF-FAS-8159,Office Supplies,Fasteners,Stockwell Rubber Bands,4590.05,7,0.1,1055.71
US-2020-1761,2020-07-01,2020-07-04,Standard Class,CG-10161,Customer 161,Consumer,United States,Pennsylvania,East,FUR-CHA-2902,Furniture,Chairs,Harbour Creations Chair,5709.6,12,0.0,856.44
US-2023-1762,2023-04-23,2023-04-28,Standard Class,CG-10162,Customer 162,Corporate,United States,Illinois,Central,FUR-FUR-6237,Furniture,Furnishings,Eldon Clackson Table Lamp,2171.07,4,0.2,-195.4
US-2023-1763,2023-01-07,2023-01-14,Standard Class,CG-10163,Customer 163,Corporate,United States,Illinois,Central,OFF-ART-4586,Office Supplies,Art,SANFORD Liquid Accent,2049.28,8,0.0,717.25
US-2023-1764,2023-05-11,2023-05-14,Standard Class,CG-10164,Customer 164,Home Office,United States,Tennessee,South,TEC-ACC-3022,Technology,Accessories,HP Monitor 24,1213.17,5,0.4,-279.03
US-2020-1765,2020-04-30,2020-05-07,Same Day,CG-10165,Customer 165,Corporate,United States,Indiana,Central,FUR-TAB-4687,Furniture,Tables,Lesro Lenox Table,758.4,6,0.0,113.76
US-2020-1766,2020-02-14,2020-02-19,Second Class,CG-10166,Customer 166,Home Office,United States,Washington,West,FUR-FUR-6706,Furniture,Furnishings,Luxo B-Line,1530.14,7,0.2,-137.71
US-2023-1767,2023-12-06,2023-12-13,Second Class,CG-10167,Customer 167,Home Office,United States,Tennessee,South,TEC-ACC-6298,Technology,Accessories,Belkin USB Hub,2862.45,9,0.0,715.61
US-2021-1768,2021-08-19,2021-08-21,Same Day,CG-10168,Customer 168,Corporate,United States,Oregon,West,FUR-TAB-1149,Furniture,Tables,Bevis Round Table,713.68,4,0.0,107.05
US-2020-1769,2020-04-25,2020-04-26,Second Class,CG-10169,Customer 169,Corporate,United States,Indiana,Central,TEC-COM-1859,Technology,Computers,Apple MacBook Air,4676.76,6,0.0,1169.19
US-2021-1770,2021-05-16,2021-05-17,Same Day,CG-10170,Customer 170,Consumer,United States,Arizona,West,OFF-FAS-5959,Office Supplies,Fasteners,Alliance Rubber,353.66,2,0.1,81.34
US-2021-1771,2021-07-17,2021-07-23,Same Day,CG-10171,Customer 171,Home Office,United States,Massachusetts,East,OFF-PAP-2966,Office Supplies,Paper,Staple Multiuse,3947.57,11,0.0,1381.65
US-2021-1772,2021-07-14,2021-07-20,Same Day,CG-10172,Customer 172,Consumer,United States,California,West,TEC-COP-3967,Technology,Copiers,Xerox WorkCentre,673.43,12,0.3,-74.08
US-2020-1773,2020-07-22,2020-07-25,Second Class,CG-10173,Customer 173,Home Office,United States,Tennessee,South,OFF-ENV-4029,Office Supplies,Envelopes,Jiffy Padded Pouch,915.92,2,0.2,100.75
US-2021-1774,2021-02-28,2021-03-06,Standard Class,CG-10174,Customer 174,Home Office,United States,Florida,South,FUR-FUR-3948,Furniture,Furnishings,Eldon Clackson Table Lamp,208.08,2,0.3,-43.7
US-2023-1775,2023-03-23,2023-03-25,Second Class,CG-10175,Customer 175,Consumer,United States,Arizona,West,FUR-BOO-5206,Furniture,Bookcases,Bush Westfield Bookcase,1025.33,11,0.3,-215.32
US-2022-1776,2022-05-16,2022-05-22,Second Class,CG-10176,Customer 176,Home Office,United States,California,West,TEC-ACC-9510,Technology,Accessories,Belkin USB Hub,202.43,1,0.0,50.61
US-2022-1777,2022-12-06,2022-12-09,First Class,CG-10177,Customer 177,Home Office,United States,Indiana,Central,FUR-TAB-2622,Furniture,Tables,Lesro Lenox Table,4328.8,10,0.0,649.32
US-2020-1778,2020-10-01,2020-10-06,Second Class,CG-10178,Customer 178,Corporate,United States,Washington,West,TEC-COM-5544,Technology,Computers,HP EliteBook 840,1431.67,9,0.1,186.12
US-2023-1779,2023-08-23,2023-08-25,Same Day,CG-10179,Customer 179,Corporate,United States,New Jersey,East,FUR-CHA-7968,Furniture,Chairs,Harbour Creations Chair,2315.69,7,0.1,69.47
US-2022-1780,2022-02-01,2022-02-06,Second Class,CG-10180,Customer 180,Home Office,United States,New Jersey,East,TEC-PHO-3687,Technology,Phones,Motorola Moto G,4003.85,11,0.3,-440.42
US-2020-1781,2020-06-07,2020-06-10,Second Class,CG-10181,Customer 181,Consumer,United States,Georgia,South,FUR-FUR-7664,Furniture,Furnishings,Seth Thomas,598.53,2,0.3,-125.69
US-2020-1782,2020-10-26,2020-11-02,First Class,CG-10182,Customer 182,Corporate,United States,Oregon,West,OFF-PAP-2604,Office Supplies,Paper,Avery Colored Paper,2398.24,13,0.0,839.38
US-2023-1783,2023-04-20,2023-04-27,First Class,CG-10183,Customer 183,Consumer,United States,Georgia,South,FUR-CHA-6716,Furniture,Chairs,HON 5400 Series,3587.67,13,0.3,-753.41
US-2022-1784,2022-03-08,2022-03-10,First Class,CG-10184,Customer 184,Consumer,United States,Indiana,Central,FUR-CHA-7597,Furniture,Chairs,HON 5400 Series,2712.53,6,0.3,-569.63
US-2023-1785,2023-09-08,2023-09-10,Second Class,CG-10185,Customer 185,Home Office,United States,Alabama,South,TEC-ACC-5380,Technology,Accessories,Logitech Mouse,551.07,3,0.4,-126.75
US-2021-1786,2021-01-09,2021-01-13,Same Day,CG-10186,Customer 186,Home Office,United States,Oregon,West,OFF-ART-5699,Office Supplies,Art,Binney & Smith,3070.94,6,0.2,337.8
US-2021-1787,2021-09-17,2021-09-21,Standard Class,CG-10187,Customer 187,Home Office,United States,Michigan,Central,OFF-ART-2302,Office Supplies,Art,Avery Hi-Liter,3297.19,13,0.0,1154.02
US-2023-1788,2023-02-08,2023-02-12,First Class,CG-10188,Customer 188,Consumer,United States,Washington,West,TEC-COM-9334,Technology,Computers,Dell Latitude 5520,7281.14,13,0.2,72.81
US-2020-1789,2020-01-15,2020-01-21,Second Class,CG-10189,Customer 189,Consumer,United States,Massachusetts,East,FUR-CHA-5001,Furniture,Chairs,Alera Elusion,3550.43,7,0.1,106.51
US-2022-1790,2022-01-21,2022-01-28,Standard Class,CG-10190,Customer 190,Consumer,United States,Arizona,West,FUR-TAB-7925,Furniture,Tables,Bevis Round Table,1240.14,3,0.0,186.02
US-2023-1791,2023-01-09,2023-01-16,Second Class,CG-10191,Customer 191,Corporate,United States,Tennessee,South,TEC-ACC-5901,Technology,Accessories,Logitech Mouse,8037.43,13,0.1,1044.87
US-2021-1792,2021-03-21,2021-03-24,Same Day,CG-10192,Customer 192,Home Office,United States,North Carolina,South,FUR-TAB-8586,Furniture,Tables,Bretford CR4500 Table,4563.35,11,0.0,684.5
US-2021-1793,2021-12-25,2021-12-26,First Class,CG-10193,Customer 193,Corporate,United States,Florida,South,FUR-CHA-7587,Furniture,Chairs,Alera Elusion,283.03,1,0.0,42.45
US-2022-1794,2022-12-19,2022-12-24,Standard Class,CG-10194,Customer 194,Consumer,United States,Texas,Central,TEC-COP-1113,Technology,Copiers,Ricoh MP 305,795.65,3,0.2,7.96
US-2022-1795,2022-01-16,2022-01-20,First Class,CG-10195,Customer 195,Corporate,United States,Virginia,East,TEC-COP-2780,Technology,Copiers,Ricoh MP 305,1164.94,3,0.1,151.44
US-2020-1796,2020-01-12,2020-01-15,Same Day,CG-10196,Customer 196,Home Office,United States,Tennessee,South,TEC-COM-4105,Technology,Computers,Lenovo ThinkPad X1,7963.62,14,0.0,1990.9
US-2020-1797,2020-03-05,2020-03-07,First Class,CG-10197,Customer 197,Home Office,United States,Texas,Central,TEC-COP-5354,Technology,Copiers,Ricoh MP 305,1436.16,11,0.2,14.36
US-2022-1798,2022-10-24,2022-10-30,Same Day,CG-10198,Customer 198,Corporate,United States,Nevada,West,FUR-FUR-3153,Furniture,Furnishings,Howard Miller 11,6482.3,12,0.2,-583.41
US-2023-1799,2023-11-02,2023-11-04,Standard Class,CG-10199,Customer 199,Corporate,United States,California,West,TEC-COM-8039,Technology,Computers,HP EliteBook 840,489.83,1,0.1,63.68
US-2022-1800,2022-05-28,2022-05-30,Standard Class,CG-10200,Customer 200,Corporate,United States,Nevada,West,FUR-BOO-4061,Furniture,Bookcases,O'Sullivan 2-Shelf,883.61,10,0.3,-185.56
US-2021-1801,2021-02-10,2021-02-14,Same Day,CG-10201,Customer 201,Home Office,United States,Virginia,East,TEC-ACC-9230,Technology,Accessories,HP Monitor 24,7527.12,12,0.0,1881.78
US-2022-1802,2022-04-01,2022-04-02,Second Class,CG-10202,Customer 202,Consumer,United States,Pennsylvania,East,OFF-STO-7984,Office Supplies,Storage,Smead Lockit,3961.85,5,0.0,1386.65
US-2022-1803,2022-12-11,2022-12-14,Same Day,CG-10203,Customer 203,Corporate,United States,Arizona,West,TEC-PHO-4633,Technology,Phones,Apple iPhone 14,6101.76,12,0.0,1525.44
US-2021-1804,2021-09-15,2021-09-16,Standard Class,CG-10204,Customer 204,Home Office,United States,Michigan,Central,FUR-CHA-7849,Furniture,Chairs,Alera Elusion,1323.18,5,0.1,39.7
US-2023-1805,2023-09-14,2023-09-20,Standard Class,CG-10205,Customer 205,Consumer,United States,Virginia,East,TEC-COM-5590,Technology,Computers,Dell Latitude 5520,832.9,6,0.2,8.33
US-2021-1806,2021-09-15,2021-09-16,First Class,CG-10206,Customer 206,Corporate,United States,Nevada,West,TEC-ACC-3134,Technology,Accessories,Anker Charger,644.17,2,0.4,-148.16
US-2021-1807,2021-03-06,2021-03-11,First Class,CG-10207,Customer 207,Consumer,United States,Ohio,Central,OFF-FAS-3137,Office Supplies,Fasteners,OIC Binder Clips,520.45,7,0.0,182.16
US-2020-1808,2020-07-21,2020-07-22,Same Day,CG-10208,Customer 208,Home Office,United States,California,West,OFF-ART-8769,Office Supplies,Art,Newell 317,4473.99,9,0.0,1565.9
US-2022-1809,2022-05-06,2022-05-11,Second Class,CG-10209,Customer 209,Consumer,United States,New Jersey,East,OFF-STO-6690,Office Supplies,Storage,Fellowes File Sorter,1975.3,12,0.2,217.28
US-2022-1810,2022-05-08,2022-05-13,Same Day,CG-10210,Customer 210,Consumer,United States,Michigan,Central,OFF-PAP-5491,Office Supplies,Paper,Staple Multiuse,5703.75,9,0.0,1996.31
US-2022-1811,2022-10-10,2022-10-16,Same Day,CG-10211,Customer 211,Home Office,United States,Virginia,East,TEC-PHO-3711,Technology,Phones,Samsung Galaxy S23,6271.65,9,0.0,1567.91
US-2021-1812,2021-02-27,2021-03-01,First Class,CG-10212,Customer 212,Home Office,United States,Alabama,South,FUR-FUR-1145,Furniture,Furnishings,Seth Thomas,132.2,1,0.0,19.83
US-2023-1813,2023-12-21,2023-12-24,First Class,CG-10213,Customer 213,Consumer,United States,Alabama,South,OFF-LAB-1747,Office Supplies,Labels,Avery Address Labels,897.21,9,0.0,314.02
US-2020-1814,2020-04-15,2020-04-21,First Class,CG-10214,Customer 214,Consumer,United States,Virginia,East,TEC-COM-9758,Technology,Computers,Lenovo ThinkPad X1,3166.72,4,0.0,791.68
US-2023-1815,2023-12-15,2023-12-20,Standard Class,CG-10215,Customer 215,Corporate,United States,California,West,OFF-FAS-5831,Office Supplies,Fasteners,OIC Binder Clips,2605.72,5,0.1,599.32
US-2020-1816,2020-12-27,2020-12-30,First Class,CG-10216,Customer 216,Consumer,United States,Texas,Central,OFF-BIN-2743,Office Supplies,Binders,"Wilson Jones 1.5""",345.78,1,0.2,38.04
US-2021-1817,2021-07-04,2021-07-06,First Class,CG-10217,Customer 217,Consumer,United States,North Carolina,South,OFF-ART-3550,Office Supplies,Art,Binney & Smith,4551.21,10,0.1,1046.78
US-2020-1818,2020-07-10,2020-07-14,Same Day,CG-10218,Customer 218,Consumer,United States,Georgia,South,OFF-ENV-4094,Office Supplies,Envelopes,Jiffy Padded Pouch,1110.66,3,0.0,388.73
US-2020-1819,2020-12-29,2021-01-05,Second Class,CG-10219,Customer 219,Corporate,United States,Georgia,South,OFF-LAB-2137,Office Supplies,Labels,Avery 503,3860.22,7,0.0,1351.08
US-2020-1820,2020-07-24,2020-07-30,Same Day,CG-10220,Customer 220,Home Office,United States,New York,East,FUR-TAB-2633,Furniture,Tables,Lesro Lenox Table,1027.35,9,0.0,154.1
US-2020-1821,2020-09-27,2020-09-29,Standard Class,CG-10221,Customer 221,Home Office,United States,Tennessee,South,TEC-PHO-1221,Technology,Phones,Apple iPhone 14,928.98,13,0.0,232.25
US-2022-1822,2022-09-10,2022-09-17,Second Class,CG-10222,Customer 222,Consumer,United States,California,West,OFF-FAS-6036,Office Supplies,Fasteners,Advantus Thumbtacks,7144.5,10,0.0,2500.57
US-2023-1823,2023-07-09,2023-07-14,First Class,CG-10223,Customer 223,Home Office,United States,Michigan,Central,TEC-COM-2684,Technology,Computers,Dell Latitude 5520,43.72,2,0.0,10.93
US-2020-1824,2020-02-19,2020-02-21,Second Class,CG-10224,Customer 224,Consumer,United States,Texas,Central,OFF-ENV-5699,Office Supplies,Envelopes,Kraft Clasp Envelopes,2179.66,7,0.0,762.88
US-2021-1825,2021-04-04,2021-04-05,Standard Class,CG-10225,Customer 225,Consumer,United States,Massachusetts,East,OFF-PAP-6467,Office Supplies,Paper,Staple Multiuse,1156.24,5,0.2,127.19
US-2022-1826,2022-12-22,2022-12-25,Same Day,CG-10226,Customer 226,Consumer,United States,Oregon,West,TEC-PHO-3461,Technology,Phones,Samsung Galaxy S23,1193.52,10,0.2,11.94
US-2023-1827,2023-09-17,2023-09-20,Same Day,CG-10227,Customer 227,Corporate,United States,Indiana,Central,FUR-BOO-1035,Furniture,Bookcases,Bush Westfield Bookcase,3247.6,5,0.0,487.14
US-2020-1828,2020-05-17,2020-05-18,Same Day,CG-10228,Customer 228,Corporate,United States,Pennsylvania,East,FUR-TAB-3370,Furniture,Tables,Lesro Lenox Table,3103.47,10,0.1,93.1
US-2022-1829,2022-10-09,2022-10-13,First Class,CG-10229,Customer 229,Corporate,United States,Oregon,West,TEC-COM-6463,Technology,Computers,Apple MacBook Air,3560.13,8,0.2,35.6
